Names,Addresses,Websites,6.4.2020,6.5.2020,6.8.2020,6.9.2020,6.10.2020,6.12.2020,6.13.2020,6.15.2020,6.16.2020,6.17.2020,6.18.2020,6.19.2020,6.23.2020,6.24.2020,6.25.2020,6.26.2020,6.29.2020,6.30.2020,7.1.2020,7.2.2020,7.6.2020,7.7.2020,7.8.2020,7.13.2020,7.15.2020,7.17.2020,7.20.2020,7.22.2020,7.24.2020,7.27.2020,8.5.2020,8.7.2020
Child Development Center at Blue Cross and Blue Shield of MN,"3545 Blue Cross Road,Eagan, MN 55122",https://www.brighthorizons.com/eaganmn,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Children's Choice at AFC Child Enrichment Center,"60 Forsyth Street SW,Atlanta, GA 30303",https://www.brighthorizons.com/afc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Children's Choice at Future Stars,"3819 South IH 35,Austin, TX 78741",https://www.brighthorizons.com/irsaustin,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Children's Choice at the Memphis Service Center,"5333 Getwell Road,Memphis, TN 38118",https://www.brighthorizons.com/memphis,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Children's Learning Center at Landis Homes,"1001 East Oregon Road,Lititz, PA 17543",http://child-care-preschool.brighthorizons.com/PA/lititz/landishomes,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Clever Kids Learning Center managed by Bright Horizons,"Building 64,Denver, CO 80225",https://www.brighthorizons.com/cleverkids,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Congregation Rodeph Shalom Buerger Early Learning Center,"615 N. Broad Street,Philadelphia, PA 19123",https://www.brighthorizons.com/buerger/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Cottage Kids Children's Center,"2800 Cottage Way,Sacramento, CA 95825",https://www.brighthorizons.com/cottagekids,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Creative Beginnings Child Care Center,"2390 Bernville Road,Reading, PA 19605",http://child-care-preschool.brighthorizons.com/PA/Reading/sjmc/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Dearhaven Child Care and Learning Center,"1100 N Westmoreland Road,Lake Forest, IL 60045",https://www.brighthorizons.com/dearhaven,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Department of Energy Child Development Center,"1000 Independence Ave. SW,Washington, DC 20585",https://www.brighthorizons.com/doed,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Department of Energy/Germantown Child Development Center,"19901 Germantown Rd.,Germantown, MD 20874",https://www.brighthorizons.com/doeg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Detroit Diesel - UAW Child Development Center,"13440 Outer Drive West,Detroit, MI 48239",http://child-care-preschool.brighthorizons.com/mi/detroit/detroitdiesel/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Discoveries Learning Center,"4519 Hollister Ave.,Santa Barbara, CA 93110",https://www.brighthorizons.com/discoveries,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Dupree Center for Children,"400 Emmons Drive,Princeton, NJ 08540",https://www.brighthorizons.com/dupree,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Eagle's Loft Early Learning Center,"2715 Dayton Ave,Ames, IA 50010",https://www.brighthorizons.com/eaglesloft,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Eagleview Child Development Center,"2 Crow Hill Road,Uncasville, CT 06382",https://www.brighthorizons.com/eagleview,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,
Early Learning Center of Brookings managed by Bright Horizons,"401 1st Ave,Brookings, SD 57006",https://www.brighthorizons.com/brookings,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
East Mountain Child Care Center,"1150 East Mountain Drive,Wilkes-Barre, PA 18702",http://child-care-preschool.brighthorizons.com/PA/wilkesbarre/eastmountain/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,
EastRidge Enrichment Center,"109 Corporate Park Drive,White Plains, NY 10604",https://www.brighthorizons.com/eastridge,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Ecolab Early Education and Preschool,"1601 W. Diehl Road,Naperville, IL 60563",https://www.brighthorizons.com/nalco,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Edward Zorinsky Child Development Center,"1616 Capitol Ave. suite 110,Omaha, NE 68102",https://www.brighthorizons.com/omahagsa,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"FERC Child Development Center, Inc.","888 First Street, NE,Washington, DC 20426",https://www.brighthorizons.com/ferc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
FTC Child Care Center Inc.,"600 Pennsylvania Ave, NW Room 136,Washington, DC 20580",https://www.brighthorizons.com/ftc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Fedkids Child Care Center managed by Bright Horizons,"26 Federal Plaza, Room 110,New York, NY 10278",https://www.brighthorizons.com/fedkids,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Finding Dreams in Children Child Development Center at DC,"1776 F Street, NW,Washington, DC 20429",https://www.brighthorizons.com/fdicdc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Finding Dreams in Children Child Development Center at Virginia Center,"3501 Fairfax Drive,Arlington, VA 22201",https://www.brighthorizons.com/fdicva,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Fingerprints Child Development Center,"1849 C Street NW,Washington, DC 20240",https://www.brighthorizons.com/fingerprints,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
First Discoveries at Bright Horizons,"400 Centerview Lane,Hershey, PA 17033",https://www.brighthorizons.com/firstdiscoveries,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Fox Tots Child Development Center,"2211 Woodward Avenue,Detroit, MI 48201",https://www.brighthorizons.com/foxtots,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Gettysburg's Growing Place ,"142 Constitution Avenue,Gettysburg, PA 17325",http://child-care-preschool.brighthorizons.com/PA/Gettysburg/gettysburg/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
HeartsHome at Bright Horizons,"1331 South Voss,Houston, TX 77057",https://www.brighthorizons.com/heartshome,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,
Hempfield - Landisville Intermediate,"330 Mumma Drive,Landisville, PA 17538",http://child-care-preschool.brighthorizons.com/PA/Landisville/hempfield/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Hope Street Friends managed by Bright Horizons,"330 South Hope Street, Suite 3-010,Los Angeles, CA 90071",https://www.brighthorizons.com/hopestreetfriends,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Hutchison Child Development Center,"1055 Extension Center Drive,Davis, CA 95616",https://www.brighthorizons.com/hutchison,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
IRS Child Development Center,"5000 Ellin Rd. Suite A1-700,Lanham-Seabrook, MD 20706",https://www.brighthorizons.com/irsmd,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Innovation Station Child Development Center,"500 Dulany Street,Alexandria, VA 22314",https://www.brighthorizons.com/uspto,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
JFK Child Development Center,"5301 S. Congress Ave.,Atlantis, FL 33462",https://www.brighthorizons.com/jfkcdc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Kadlec Child Care Center,"950 Swift Blvd.,Richland, WA 99352",https://www.brighthorizons.com/kadlec,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Keystone Early Learning Center,"400 North Street,Harrisburg, PA 17120",http://child-care-preschool.brighthorizons.com/PA/Harrisburg/keystone/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Kidopolis Child Development Center,"127 Elk Place,New Orleans, LA 70112",https://www.brighthorizons.com/kidopolis,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
King's College Early Learning Center,"177 North Main Street,Wilkes-Barre, PA 18701",http://child-care-preschool.brighthorizons.com/PA/wilkesbarre/kingscollege/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Kirkham Child Development Center,"10 Kirkham Street,San Francisco, CA 94143",https://www.brighthorizons.com/kirkhamcenter,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Lafayette College Early Learning Center,"328 McCartney Street,Easton, PA 18042",http://child-care-preschool.brighthorizons.com/PA/easton/lafayettecollege,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Lake-Lehman Early Learning Center,"1237 Market Street,Lehman, PA 18612",http://child-care-preschool.brighthorizons.com/PA/lehman/lakelehman/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Lamont-Doherty Child Development Center,"135 Route 9W,Palisades, NY 10964",https://www.brighthorizons.com/lamontdoherty,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Laurel Heights Child Development Center,"2675 Geary Boulevard,San Francisco, CA 94118",https://www.brighthorizons.com/laurelheights,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Little Elms Child Care Center,"77-11 Broadway,Elmhurst, NY 11373",https://www.brighthorizons.com/elmhurst,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,
Little Friends Early Education and Preschool,"1715 W. Alta Road,Peoria, IL 61615",https://www.brighthorizons.com/littlefriends,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Long Ridge Road Child Development Center,"778 Long Ridge Road,Stamford, CT 06902",https://www.brighthorizons.com/lrr,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Marin Day Schools Fremont Street,"342 Howard Street,San Francisco, CA 94105",https://www.brighthorizons.com/mdsfremontstreet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Marin Day Schools Hills Plaza,"2 Harrison Street Suite 150,San Francisco, CA 94105",https://www.brighthorizons.com/mdshillsplaza,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Marin Day Schools Market Street ,"1390 Market Street #108,San Francisco, CA 94102",https://www.brighthorizons.com/mdsmarketstreet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Marin Day Schools San Francisco City Hall,"1 Dr. Carlton B. Goodlett Place Room 68,San Francisco, CA 94102",https://www.brighthorizons.com/sfcityhall,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Marin Day Schools San Rafael,"1123 Court Street,San Rafael, CA 94901",https://www.brighthorizons.com/mdssanrafael,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Marvin Children's Center,"60 Gregory Boulevard,Norwalk, CT 06855",https://www.brighthorizons.com/themarvin,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Masonic Village at Sewickley,"1000 Masonic Drive,Sewickley, PA 15143",http://child-care-preschool.brighthorizons.com/PA/sewickley/sewickley,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Memorial Children's Center Operated by Bright Horizons,"6046 Harvin Road,Jacksonville, FL 32216",https://www.brighthorizons.com/jax,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Mercy Child Development Center,"1150 6th Ave,Des Moines, IA 50314",https://www.brighthorizons.com/mcdc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Mermaids Lagoon,"2401 Utah Avenue South,Seattle, WA 98134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
Mt. Joy Early Learning Center,"432 Old Market Street,Mount Joy, PA 17552",https://child-care-preschool.brighthorizons.com/PA/MountJoy/mountjoy,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
National Office Child Development Center,"1111 Constitution Ave NW  Room 1232,Washington, DC 20224",https://www.brigththorizons.com/irsdc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Nemours Child Development Center,"1920 Rockland Road,Wilmington, DE 19803",https://www.brighthorizons.com/nemours,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
New Generations Child Development Center,"1198 Old Johnson Ferry Road,Atlanta, GA 30319",https://www.brighthorizons.com/newgenerations,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
New Trier Child Care Center managed by Bright Horizons,"7 Happ Road, Building B,Northfield, IL 60093",https://www.brighthorizons.com/newtrier,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
NorthShore University HealthSystem Child Development Center,"1000 Central Avenue, ste.100,Evanston, IL 60201",https://www.brighthorizons.com/northshore,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
OhioHealth Children's Center &amp; Preschool,"835 Thomas Lane,Columbus, OH 43214",https://www.brighthorizons.com/river,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Papillon Preschool managed by Bright Horizons,"1311 S El Camino Real,San Mateo, CA 94402",https://www.brighthorizons.com/papillon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Penn State Behrend Early Learning Center,"5450 Merwin Lane,Erie, PA 16510",http://child-care-preschool.brighthorizons.com/PA/Erie/behrend,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
R. Kirk Landon Learning Center,"1015 Tumlin Street  NW,Atlanta, GA 30318",https://www.brighthorizons.com/techhomepark,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Rainbow Learning Center - Lebanon,"1700 South Lincoln Ave,Lebanon, PA 17042",https://child-care-preschool.brighthorizons.com/pa/lebanon/rainbowlebanon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
"River School Newport, a Bright Horizons School ","30 Newport Parkway,Jersey City, NJ 07310",https://www.brighthorizons.com/riverschoolnewport,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"River School Warren, a Bright Horizons School","251 Warren Street,Jersey City, NJ 07302",https://www.brighthorizons.com/riverschoolwarren,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"River School West Side, a Bright Horizons School ","75 West End Ave,New York, NY 10023",https://www.brighthorizons.com/riverschoolwestside,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Saint Francis Child Development Center ,"300 Rockefeller Drive,Muskogee, OK 74401",https://www.brighthorizons.com/saintfrancis,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Seay Child Care Center managed by Bright Horizons,"6100 West Parker Road,Plano, TX 75093",https://www.brighthorizons.com/texashealthplano,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Small Wonders at the UPMC,"425 N. Craig Street,Pittsburgh, PA 15213",https://www.brighthorizons.com/upmc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Snoqualmie Ridge Early Learning Center managed by Bright Horizons,"34929 SE Ridge St,Snoqualmie, WA 98065",https://www.brighthorizons.com/snoqualmie,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Sound Start Child Care Center,"2970 Market Street,Philadelphia, PA 19104",http://child-care-preschool.brighthorizons.com/PA/Philadelphia/soundstart/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Spring Street Early Learning Center,"1414 Spring Street,Seattle, WA 98104",https://www.brighthorizons.com/springstreetelc,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sprouts Academy Preschool Managed By Bright Horizons,"350 W. Ontario St.,Chicago, IL 60654",https://www.brighthorizons.com/sproutsacademy,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
St. Mary Hospital Child Development Center,"1209 Langhorne-Newtown Road,Langhorne, PA 19047",https://www.brighthorizons.com/stmary,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Staples Child Care Center,"600 Staples Drive,Framingham, MA 01702",https://www.brighthorizons.com/staples,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Suitland Federal Child Development Center,"4600 Silver Hill Road,Suitland, MD 20746",https://www.brighthorizons.com/suitlandfederal,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Temple Sinai Nursery School in partnership with Bright Horizons,"425 Roslyn Road,Roslyn Heights, NY 11577",https://www.brighthorizons.com/templesinai,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Academy at Bright Horizons,"2232 Encinitas Boulevard,Encinitas, CA 92024",https://www.brighthorizons.com/theacademy,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Academy at Manhattan Beach: A Bright Horizons Preschool,"1114 22nd Street,Manhattan Beach, CA 90266",https://www.brighthorizons.com/chalk-manhattanbeach,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Academy at Pasadena: A Bright Horizons Preschool,"700 Green Street,Pasadena, CA 91101",https://www.brighthorizons.com/chalk-pasadena,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Academy at Venice: A Bright Horizons Preschool,"2201 Lincoln Boulevard,Venice, CA 90291",https://www.brighthorizons.com/chalk-venice,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Academy at Westwood: A Bright Horizons Preschool,"2028 S. Westwood Boulevard,Los Angeles, CA 90025",https://www.brighthorizons.com/chalk-westwood,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Barry Ted Moskowitz Child Care Center,",San Diego, CA 92101",https://www.brighthorizons.com/barrytedmoskowitz,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,
The Brooklyn Bridge Child Development Center,"101 Willoughby Street,Brooklyn, NY 11201",https://www.brighthorizons.com/brooklynbridge,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Centre School,"505 Canton Avenue,Milton, MA 02186",https://www.brighthorizons.com/centreschool,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Children's Campus @ Georgia Tech,"251 10th Street,Atlanta, GA 30318",https://www.brighthorizons.com/gtchildrenscampus,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Children's Center at Milton Academy,"338 Centre St,Milton, MA 02186",https://www.brighthorizons.com/miltonacademy,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Dealey Child Care Center managed by Bright Horizons,"8190 Walnut Hill Lane,Dallas, TX 75231",https://www.brighthorizons.com/texashealthdallas,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Early Childhood Education Center,"1410 N. Roosevelt Blvd,Schaumburg, IL 60173",https://www.brighthorizons.com/ECEC,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Family Center at Dollar General,"100 Mission Ridge,Goodlettsville, TN 37072",https://www.brighthorizons.com/dollargeneral,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Gorse Children's Center ,"27 Morgan Street,South Hadley, MA 01075",https://www.brighthorizons.com/gorse,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Harbor at Station Place,"100 F Street NE,Washington, DC 20549",https://www.brighthorizons.com/theharbor,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The Kehillah School for Early Learning - Temple Israel of New Rochelle,"1000 Pinebrook Blvd,New Rochelle, NY 10804",https://www.brighthorizons.com/kehillah,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
The University of Scranton Early Learning Center,"528 Quincy Avenue,Scranton, PA 18510",http://child-care-preschool.brighthorizons.com/PA/scranton/scranton/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Triangle Tots,"1300 Pennsylvania Ave NW,Washington, DC 20229",https://www.brighthorizons.com/triangletots,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
U Chicago Child Development Center Drexel managed by Bright Horizons,"5610 South Drexel Avenue,Chicago, IL 60637",https://www.brighthorizons.com/uchicagodrexel,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
UCLA Westwood Child Care Center,"10861 Weyburn Avenue,Los Angeles, CA 90024",https://www.brighthorizons.com/uclawestwood,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
UCSF Marilyn Reed Lucia Child Development Center,"610 Parnassus Avenue,San Francisco, CA 94122",https://www.brighthorizons.com/ucsflucia,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
UChicago Child Development Center Stony Island,"5824 South Stony Island Avenue,Chicago, IL 60637",https://www.brighthorizons.com/uchicagostonyisland,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Uncle Sam's Federal Child Care Center,"1408 East Court Avenue,Des Moines, IA 50316",https://www.brighthorizons.com/unclesams,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,
University Child Care at Mission Bay,"727 Nelson Rising Lane,San Francisco, CA 94143",https://www.brighthorizons.com/ucsf,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
University of Washington Children's Center at Harborview,"601 9th Ave,Seattle, WA 98104",https://www.brighthorizons.com/uwcc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Vermeer Yellow Iron Academy,"780 250th Avenue,Pella, IA 50219",https://www.brighthorizons.com/vermeer,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
